CH1,CH2,CH3,CH4,CH5,CH6,label,type
40913,41127,41022,40964,41117,41140,1,train
40905,41118,41016,40962,41098,41148,1,train
40918,41110,41021,40963,41089,41126,1,train
40892,41124,41020,40959,41099,41144,1,train
40908,41144,41023,40965,41083,41137,1,train
40901,41124,41006,40963,41080,41138,1,train
40919,41116,41001,40982,41084,41155,1,train
40901,41127,41011,40975,41103,41141,1,train
40914,41121,41022,40969,41096,41142,1,train
40916,41123,41017,40970,41098,41136,1,train
40901,41123,41022,40974,41081,41148,1,train
40909,41127,41022,40960,41106,41143,1,train
40907,41121,41025,40962,41107,41136,1,train
40907,41143,41006,40958,41106,41148,1,train
40906,41116,41022,40958,41092,41143,1,train
40905,41122,41019,40965,41098,41132,1,train
40903,41126,41018,40967,41094,41144,1,train
40910,41125,41010,40961,41090,41138,1,train
40914,41117,41028,40969,41087,41145,1,train
40908,41113,41015,40967,41085,41144,1,train
40909,41121,41016,40971,41080,41146,1,train
40924,41137,41017,40979,41087,41145,1,train
40905,41121,41012,40977,41095,41138,1,train
40910,41127,41014,40975,41093,41141,1,train
40914,41129,41003,40966,41090,41139,1,train
40918,41125,41010,40967,41101,41147,1,train
40898,41121,41012,40960,41088,41134,1,train
40911,41131,41016,40970,41100,41143,1,train
40907,41129,41022,40968,41088,41149,1,train
40895,41132,41040,40965,41101,41132,1,train
40916,41121,41026,40981,41099,41131,1,train
40903,41111,41027,40972,41112,41144,1,train
40908,41118,41012,40962,41101,41135,1,train
40917,41118,41023,40958,41096,41150,1,train
40916,41126,41027,40959,41083,41133,1,train
40909,41124,41011,40945,41096,41145,1,train
40908,41120,41000,40967,41103,41133,1,train
40918,41117,41018,40957,41098,41147,1,train
40912,41127,41013,40986,41096,41149,1,train
40907,41117,41017,40961,41096,41147,1,train
40907,41121,41021,40968,41088,41146,1,train
40911,41114,41022,40963,41083,41141,1,train
40920,41121,41010,40954,41110,41144,1,train
40907,41117,41020,40965,41108,41139,1,train
40905,41120,41034,40975,41096,41125,1,train
40911,41129,41033,40969,41100,41138,1,train
40912,41117,41038,40958,41105,41128,1,train
40928,41122,41037,40973,41086,41145,1,train
40913,41121,41002,40962,41104,41133,1,train
40899,41121,41015,40958,41084,41146,1,train
40913,41118,41016,40953,41094,41137,1,train
40916,41121,41016,40969,41092,41145,1,train
40902,41126,40993,40963,41093,41145,1,train
40912,41123,40999,40970,41099,41153,1,train
40913,41122,41014,40957,41090,41139,1,train
40904,41123,41022,40976,41099,41137,1,train
40920,41111,41017,40973,41104,41138,1,train
40922,41100,41009,40964,41105,41151,1,train
40909,41122,41017,40960,41085,41153,1,train
40917,41112,41019,40958,41091,41144,1,train
40927,41118,41012,40973,41091,41146,1,train
40917,41129,41025,40972,41105,41134,1,train
40918,41132,41020,40968,41106,41146,1,train
40912,41130,41030,40969,41114,41132,1,train
40907,41127,41037,40963,41102,41153,1,train
40914,41122,41016,40970,41099,41153,1,train
40917,41125,41008,40974,41095,41153,1,train
40900,41116,41031,40965,41107,41142,1,train
40912,41121,41018,40976,41089,41147,1,train
40912,41121,41006,40968,41078,41142,1,train
40920,41122,41004,40959,41099,41145,1,train
40901,41121,41021,40957,41099,41144,1,train
40924,41117,41011,40968,41110,41147,1,train
40918,41111,41011,40977,41105,41146,1,train
40924,41124,41011,40969,41097,41149,1,train
40915,41112,41015,40963,41097,41146,1,train
40906,41118,41022,40967,41096,41144,1,train
40924,41114,41029,40965,41096,41146,1,train
40912,41118,41011,40974,41101,41139,1,train
40913,41125,41027,40967,41100,41147,1,train
40909,41122,41015,40964,41088,41134,1,train
40916,41123,41017,40976,41091,41145,1,train
40913,41125,41011,40972,41094,41136,1,train
40907,41134,41013,40970,41083,41149,1,train
40921,41126,41005,40959,41089,41143,1,train
40910,41127,41007,40964,41070,41143,1,train
40903,41115,41012,40962,41100,41141,1,train
40915,41117,41016,40978,41089,41150,1,train
40907,41118,41004,40971,41100,41152,1,train
40906,41116,41004,40974,41077,41139,1,train
40909,41125,41024,40974,41091,41155,1,train
40905,41118,41017,40974,41087,41151,1,train
40909,41115,41020,40969,41110,41144,1,train
40914,41123,41020,40963,41109,41153,1,train
40920,41120,41033,40969,41097,41139,1,train
40906,41136,41021,40960,41107,41145,1,train
40904,41123,41021,40981,41106,41141,1,train
40901,41118,41019,40989,41102,41132,1,train
40914,41128,41028,40975,41105,41141,1,train
40907,41122,41015,40965,41100,41138,1,train
40908,41121,41026,40981,41093,41145,1,train
40905,41124,41006,40979,41097,41141,1,train
40917,41132,41011,40971,41094,41159,1,train
40910,41146,41013,40956,41095,41140,1,train
40904,41126,41019,40979,41097,41138,1,train
40905,41113,41021,40968,41098,41144,1,train
40916,41120,41018,40981,41098,41153,1,train
40898,41105,41023,40964,41102,41134,1,train
40909,41123,41030,40965,41110,41143,1,train
40912,41118,41022,40961,41098,41134,1,train
40902,41105,41034,40970,41088,41145,1,train
40911,41120,41007,40967,41106,41153,1,train
40916,41116,41003,40966,41106,41145,1,train
40902,41111,41012,40969,41096,41139,1,train
40915,41118,41026,40962,41099,41139,1,train
40921,41134,41013,40959,41082,41136,1,train
40915,41131,41005,40972,41088,41141,1,train
40906,41122,41005,40975,41091,41137,1,train
40905,41133,41014,40972,41090,41143,1,train
40908,41121,41013,40969,41095,41144,1,train
40918,41126,41014,40959,41095,41143,1,train
40906,41116,41005,40968,41092,41137,1,train
40894,41117,41008,40966,41091,41146,1,train
40917,41116,41017,40973,41090,41147,1,train
40906,41134,41023,40968,41099,41138,1,train
40917,41130,41015,40971,41096,41149,1,train
40909,41129,41020,40970,41096,41150,1,train
40917,41121,41029,40973,41107,41139,1,train
40900,41127,41024,40958,41106,41134,1,train
40910,41127,41018,40967,41098,41133,1,train
40905,41113,41028,40979,41094,41149,1,train
40921,41124,41027,40974,41095,41141,1,train
40918,41128,41025,40977,41078,41138,1,train
40913,41117,41009,40977,41090,41154,1,train
40919,41124,41010,40970,41089,41136,1,train
40915,41122,41013,40969,41092,41147,1,train
40915,41117,41033,40965,41101,41144,1,train
40914,41116,41030,40960,41101,41144,1,train
40918,41133,41019,40968,41095,41140,1,train
40905,41134,41022,40959,41102,41146,1,train
40911,41111,41009,40961,41099,41151,1,train
40908,41129,41029,40958,41095,41154,1,train
40913,41128,41017,40965,41098,41146,1,train
40920,41114,41019,40964,41098,41145,1,train
40928,41122,41020,40965,41108,41148,1,train
40913,41116,41006,40970,41086,41149,1,train
40913,41128,41020,40964,41092,41145,1,train
40916,41128,41015,40980,41091,41152,1,train
40906,41116,41014,40967,41079,41135,1,train
40908,41130,41005,40979,41083,41141,1,train
40917,41131,41003,40962,41091,41162,1,train
40914,41118,41004,40962,41090,41150,1,train
40922,41126,41009,40959,41096,41150,1,train
40912,41125,41015,40960,41096,41143,1,train
40904,41117,41014,40974,41101,41155,1,train
40918,41125,41012,40965,41085,41149,1,train
40912,41116,41020,40963,41097,41150,1,train
40902,41105,41033,40973,41113,41157,1,train
40896,41120,41030,40971,41102,41147,1,train
40913,41128,41039,40956,41114,41142,1,train
40898,41121,41033,40959,41111,41154,1,train
40921,41125,41024,40968,41100,41147,1,train
40910,41116,41030,40968,41106,41150,1,train
40920,41115,41014,40973,41098,41144,1,train
40909,41131,41014,40961,41086,41142,1,train
40900,41134,41014,40969,41083,41148,1,train
40907,41117,41029,40972,41091,41139,1,train
40912,41116,41026,40970,41091,41142,1,train
40907,41119,41012,40973,41114,41144,1,train
40915,41119,41014,40969,41098,41143,1,train
40914,41125,41017,40971,41083,41142,1,train
40905,41140,41014,40976,41103,41150,1,train
40914,41120,41014,40968,41110,41147,1,train
40914,41125,41026,40969,41096,41138,1,train
40916,41114,41016,40970,41110,41139,1,train
40910,41120,41019,40969,41089,41150,1,train
40916,41118,41005,40959,41100,41146,1,train
40914,41118,41014,40970,41093,41150,1,train
40902,41112,41011,40969,41094,41156,1,train
40907,41131,41006,40965,41083,41143,1,train
40909,41121,41005,40970,41094,41142,1,train
40903,41112,41004,40966,41082,41145,1,train
40909,41129,41012,40969,41080,41143,1,train
40903,41123,41017,40963,41095,41143,1,train
40915,41132,41025,40967,41100,41142,1,train
40908,41119,41018,40971,41090,41145,1,train
40919,41132,41006,40983,41099,41127,1,train
40921,41128,41022,40970,41102,41138,1,train
40910,41129,41025,40969,41093,41139,1,train
40914,41117,41023,40976,41102,41143,1,train
40908,41127,41017,40983,41105,41145,1,train
40910,41136,41044,40951,41105,41132,1,train
40923,41126,41028,40967,41106,41147,1,train
40915,41101,41027,40964,41106,41142,1,train
40914,41108,41032,40961,41102,41145,1,train
40917,41117,41025,40973,41098,41150,1,train
40919,41123,41021,40978,41094,41141,1,train
40911,41120,41012,40968,41080,41144,1,train
40914,41123,41022,40973,41089,41147,1,train
40915,41125,41016,40973,41096,41146,1,train
40921,41134,41023,40982,41104,41141,1,train
40912,41117,41033,40966,41095,41137,1,train
40917,41125,41014,40966,41095,41136,1,train
40915,41115,41028,40958,41097,41146,1,train
40932,41112,41027,40960,41090,41149,1,train
40912,41116,41030,40981,41094,41144,1,train
40915,41120,41035,40973,41107,41140,1,train
40913,41122,41003,40965,41101,41150,1,train
40922,41126,41035,40974,41098,41148,1,train
40918,41125,41021,40970,41092,41142,1,train
40919,41127,41008,40969,41094,41154,1,train
40918,41125,41015,40966,41085,41153,1,train
40915,41116,41002,40968,41096,41137,1,train
40917,41111,41021,40970,41086,41153,1,train
40915,41125,41006,40964,41088,41145,1,train
40920,41120,41010,40968,41095,41145,1,train
40906,41121,41016,40974,41090,41138,1,train
40909,41124,41006,40964,41093,41143,1,train
40907,41124,41010,40966,41096,41157,1,train
40912,41125,41018,40962,41095,41139,1,train
40903,41120,41021,40963,41102,41140,1,train
40909,41126,41028,40972,41100,41141,1,train
40908,41132,41021,40970,41098,41136,1,train
40921,41130,41018,40969,41110,41163,1,train
40909,41122,41019,40971,41110,41150,1,train
40907,41130,41019,40960,41093,41143,1,train
40912,41114,41024,40960,41104,41133,1,train
40916,41137,41023,40972,41090,41143,1,train
40912,41147,41005,40964,41100,41139,1,train
40904,41117,41011,40958,41084,41138,1,train
40905,41111,41012,40967,41097,41145,1,train
40909,41129,41017,40983,41084,41145,1,train
40910,41135,41018,40983,41104,41150,1,train
40913,41122,41021,40972,41112,41139,1,train
40913,41133,41017,40956,41093,41136,1,train
40902,41124,41018,40957,41105,41147,1,train
40909,41121,41027,40966,41110,41161,1,train
40921,41128,41013,40960,41118,41141,1,train
40912,41110,41015,40968,41107,41149,1,train
40912,41114,41012,40976,41097,41141,1,train
40920,41117,41016,40972,41094,41140,1,train
40917,41122,41016,40969,41087,41144,1,train
40905,41117,41010,40962,41089,41143,1,train
40909,41114,41012,40969,41083,41149,1,train
40908,41119,41007,40978,41086,41148,1,train
40908,41117,41006,40963,41090,41147,1,train
40915,41125,41003,40964,41097,41149,1,train
40926,41119,41001,40982,41100,41149,1,train
40901,41116,41013,40981,41083,41148,1,train
40903,41128,41007,40970,41083,41134,1,train
40906,41123,41005,40965,41085,41138,1,train
40908,41123,41018,40970,41097,41147,1,train
40910,41127,41013,40956,41095,41142,1,train
40915,41122,41030,40962,41096,41145,1,train
40899,41120,41018,40964,41097,41149,1,train
40910,41118,41022,40972,41104,41138,1,train
40905,41124,41029,40978,41104,41153,1,train
40922,41120,41019,40959,41105,41152,1,train
40920,41128,41031,40956,41091,41143,1,train
40910,41113,41017,40965,41106,41145,1,train
40909,41130,41021,40965,41091,41140,1,train
40909,41129,41033,40954,41100,41135,1,train
40917,41133,41022,40962,41093,41141,1,train
40919,41115,41014,40969,41102,41143,1,train
40901,41119,41013,40969,41095,41149,1,train
40917,41115,41018,40974,41093,41145,1,train
40904,41124,41018,40974,41091,41154,1,train
40899,41129,41020,40969,41092,41144,1,train
40906,41127,41034,40969,41095,41154,1,train
40912,41120,41021,40965,41102,41149,1,train
40912,41129,41022,40969,41108,41144,1,train
40913,41121,41013,40968,41108,41149,1,train
40914,41134,41035,40973,41093,41142,1,train
40916,41114,41018,40966,41105,41148,1,train
40914,41127,41017,40963,41097,41131,1,train
40909,41113,41025,40976,41087,41143,1,train
40904,41113,40998,40958,41100,41138,1,train
40920,41118,41011,40969,41089,41151,1,train
40909,41106,41008,40980,41100,41144,1,train
40901,41106,41011,40972,41089,41147,1,train
40902,41129,41009,40961,41095,41145,1,train
40915,41106,41014,40977,41083,41153,1,train
40915,41115,41006,40971,41094,41148,1,train
40919,41118,41014,40978,41099,41135,1,train
40901,41113,41018,40968,41107,41132,1,train
40914,41111,41012,40965,41096,41143,1,train
40914,41113,41017,40968,41110,41128,1,train
40918,41120,41014,40969,41112,41127,1,train
40915,41127,41021,40965,41107,41137,1,train
40914,41119,41016,40961,41108,41136,1,train
40918,41114,41017,40957,41094,41142,1,train
40912,41125,41018,40960,41100,41142,1,train
40917,41119,41011,40959,41084,41146,1,train
40917,41126,41007,40965,41095,41140,1,train
40905,41140,41016,40977,41085,41137,1,train
40906,41123,41013,40965,41091,41144,1,train
40915,41116,41027,40959,41101,41145,1,train
40901,41118,41014,40972,41093,41145,1,train
40908,41126,41020,40965,41093,41150,1,train
40907,41126,41018,40955,41094,41141,1,train
40914,41120,41034,40977,41095,41141,1,train
40908,41127,41012,40967,41090,41144,1,train
40917,41129,41015,40969,41093,41137,1,train
40920,41133,41009,40960,41104,41138,1,train
40916,41130,41016,40967,41098,41141,1,train
40907,41133,41013,40972,41081,41143,1,train
40906,41134,41025,40963,41093,41145,1,train
40900,41118,41013,40962,41097,41139,1,train
40915,41122,41015,40973,41092,41149,1,train
40913,41116,41005,40974,41094,41140,1,train
40915,41110,41017,40976,41089,41152,1,train
40908,41122,41020,40965,41099,41145,1,train
40912,41123,41004,40963,41089,41149,1,train
40920,41127,41018,40960,41082,41154,1,train
40907,41122,41016,40974,41100,41142,1,train
40918,41129,41015,40974,41096,41142,1,train
40908,41130,41021,40967,41109,41135,1,train
40912,41132,41029,40979,41101,41137,1,train
40909,41138,41032,40966,41104,41139,1,train
40921,41128,41041,40976,41109,41132,1,train
40907,41122,41029,40962,41108,41143,1,train
40917,41117,41020,40967,41109,41136,1,train
40916,41123,41013,40956,41109,41153,1,train
40907,41123,41035,40968,41091,41124,1,train
40916,41115,41017,40982,41085,41125,1,train
40910,41134,41024,40970,41091,41141,1,train
40906,41116,41019,40973,41086,41141,1,train
40901,41129,41016,40969,41101,41148,1,train
40909,41126,41024,40972,41110,41149,1,train
40912,41118,41028,40970,41099,41146,1,train
40915,41131,41015,40967,41096,41138,1,train
40904,41135,41021,40967,41098,41139,1,train
40910,41123,41011,40979,41109,41132,1,train
40913,41106,41007,40967,41086,41127,1,train
40913,41132,41031,40966,41101,41135,1,train
40905,41128,41016,40970,41092,41140,1,train
40906,41128,41016,40971,41098,41149,1,train
40914,41114,41019,40969,41082,41140,1,train
40917,41116,41012,40958,41101,41142,1,train
40906,41122,41010,40969,41081,41142,1,train
40902,41109,41014,40980,41099,41142,1,train
40909,41122,41013,40972,41083,41152,1,train
40902,41130,41017,40970,41095,41144,1,train
40920,41132,41003,40964,41092,41145,1,train
40910,41125,41025,40974,41106,41146,1,train
40922,41104,41014,40965,41084,41140,1,train
40910,41111,41004,40973,41086,41141,1,train
40907,41118,41015,40961,41089,41133,1,train
40908,41117,41026,40956,41097,41138,1,train
40929,41116,41034,40961,41103,41132,1,train
40901,41127,41031,40962,41104,41138,1,train
40900,41139,41023,40969,41095,41132,1,train
40919,41122,41027,40967,41103,41158,1,train
40916,41119,41029,40965,41095,41138,1,train
40916,41116,41028,40963,41086,41144,1,train
40914,41118,41018,40973,41101,41134,1,train
40914,41109,41010,40958,41096,41148,1,train
40908,41130,41016,40965,41089,41147,1,train
40902,41119,41024,40983,41105,41140,1,train
40907,41115,41017,40962,41084,41139,1,train
40900,41128,41020,40961,41105,41144,1,train
40910,41136,41017,40964,41095,41133,1,train
40915,41122,41020,40969,41105,41140,1,train
40906,41115,41024,40965,41117,41140,1,train
40895,41124,41010,40974,41093,41155,1,train
40909,41122,41030,40967,41091,41137,1,train
40918,41122,41009,40959,41112,41133,1,train
40916,41118,41014,40972,41093,41134,1,train
40910,41124,41024,40974,41100,41145,1,train
40907,41116,41024,40964,41088,41144,1,train
40900,41112,41011,40973,41109,41139,1,train
40898,41125,41003,40967,41093,41145,1,train
40921,41142,41026,40972,41086,41143,1,train
40908,41119,41011,40981,41094,41153,1,train
40908,41128,41014,40970,41107,41136,1,train
40908,41118,41012,40971,41087,41127,1,train
40912,41120,41006,40975,41084,41153,1,train
40921,41110,41019,40980,41098,41138,1,train
40907,41120,41020,40971,41098,41152,1,train
40920,41122,41004,40981,41094,41140,1,train
40908,41122,41020,40968,41092,41135,1,train
40906,41133,41019,40971,41093,41137,1,train
40896,41123,41029,40960,41102,41141,1,train
40915,41133,41024,40970,41109,41143,1,train
40915,41122,41016,40970,41092,41149,1,train
40911,41128,41024,40986,41102,41157,1,train
40908,41117,41027,40986,41095,41147,1,train
40910,41115,41011,40967,41091,41146,1,train
40906,41124,41007,40972,41106,41151,1,train
40907,41115,41014,40970,41087,41148,1,train
40904,41117,41012,40967,41089,41148,1,train
40894,41123,41010,40974,41101,41147,1,train
40912,41133,41012,40976,41092,41144,1,train
40902,41109,41019,40964,41100,41141,1,train
40912,41119,41009,40972,41086,41149,1,train
40906,41118,41002,40964,41096,41144,1,train
40921,41120,41017,40960,41100,41138,1,train
40913,41122,41017,40971,41096,41146,1,train
40921,41120,41019,40972,41100,41135,1,train
40917,41125,41027,40970,41094,41139,1,train
40915,41131,41010,40982,41093,41136,1,train
40909,41125,41024,40966,41104,41133,1,train
40919,41120,41013,40969,41102,41137,1,train
40914,41115,41014,40976,41087,41146,1,train
40911,41125,41009,40970,41094,41142,1,train
40908,41127,41013,40975,41094,41146,1,train
40910,41123,41016,40973,41082,41144,1,train
40912,41121,41006,40988,41091,41143,1,train
40905,41113,41014,40972,41088,41146,1,train
40917,41133,41015,40973,41089,41134,1,train
40913,41124,41009,40976,41095,41149,1,train
40910,41121,41016,40957,41089,41145,1,train
40915,41131,41013,40965,41096,41144,1,train
40903,41134,41007,40956,41100,41133,1,train
40920,41128,41029,40973,41097,41144,1,train
40907,41118,41028,40977,41105,41141,1,train
40911,41116,41014,40970,41109,41136,1,train
40919,41127,41021,40964,41099,41140,1,train
40912,41111,41021,40963,41094,41137,1,train
40930,41125,41012,40963,41086,41127,1,train
40921,41125,41018,40962,41095,41144,1,train
40905,41116,41016,40964,41099,41151,1,train
40905,41131,41009,40973,41089,41138,1,train
40914,41129,41017,40970,41093,41154,1,train
40912,41122,41017,40977,41097,41145,1,train
40914,41128,41011,40968,41091,41144,1,train
40911,41122,41016,40965,41100,41139,1,train
40908,41118,41030,40968,41092,41153,1,train
40918,41124,41018,40981,41109,41152,1,train
40903,41117,41030,40968,41090,41136,1,train
40898,41111,41019,40961,41100,41141,1,train
40909,41120,41019,40961,41104,41140,1,train
40914,41126,41023,40971,41101,41137,1,train
40910,41123,41018,40970,41100,41148,1,train
40916,41118,41011,40976,41095,41157,1,train
40913,41118,41016,40962,41088,41148,1,train
40911,41111,41012,40977,41086,41144,1,train
40909,41124,41005,40963,41080,41148,1,train
40912,41117,41001,40969,41094,41138,1,train
40916,41117,41042,40979,41086,41148,1,train
40918,41120,41016,40973,41089,41137,1,train
40897,41113,41010,40967,41084,41148,1,train
40907,41110,41004,40967,41094,41134,1,train
40903,41122,41015,40966,41099,41134,1,train
40903,41114,41022,40964,41099,41140,1,train
40908,41129,41025,40973,41104,41140,1,train
40906,41121,41027,40966,41101,41147,1,train
40908,41118,41018,40972,41088,41140,1,train
40906,41122,41016,40977,41093,41143,1,train
40910,41124,41016,40975,41090,41128,1,train
40910,41126,41013,40960,41094,41141,1,train
40919,41125,41018,40969,41097,41142,1,train
40908,41123,41014,40966,41099,41140,1,train
40906,41119,41035,40965,41102,41140,1,train
40918,41128,41020,40966,41086,41146,1,train
40917,41122,41017,40961,41093,41141,1,train
40921,41105,40999,40983,41103,41139,1,train
40913,41117,41009,40975,41093,41143,1,train
40912,41118,41018,40954,41094,41142,1,train
40918,41125,41021,40973,41099,41140,1,train
40908,41132,41012,40965,41106,41144,1,train
40913,41128,41017,40963,41093,41140,1,train
40914,41116,41005,40955,41097,41134,1,train
40918,41122,41017,40986,41092,41138,1,train
40914,41117,41006,40965,41094,41146,1,train
40913,41141,41012,40965,41079,41134,1,train
40916,41122,41026,40966,41093,41138,1,train
40914,41129,41005,40969,41101,41146,1,train
40917,41125,41015,40977,41099,41138,1,train
40918,41122,41020,40970,41095,41146,1,train
40907,41116,41014,40975,41083,41140,1,train
40903,41115,41006,40963,41094,41150,1,train
40907,41133,41014,40970,41100,41141,1,train
40912,41120,41019,40962,41094,41143,1,train
40912,41120,41017,40970,41099,41149,1,train
40903,41119,41006,40980,41097,41142,1,train
40904,41129,41018,40962,41103,41143,1,train
40911,41127,41040,40976,41117,41156,1,train
40921,41133,41034,40972,41104,41152,1,train
40901,41112,41027,40959,41100,41139,1,train
40920,41117,41026,40962,41101,41145,1,train
40913,41119,41012,40971,41097,41145,1,train
40916,41127,41020,40968,41098,41149,1,train
40906,41127,41021,40970,41097,41148,1,train
40907,41123,41003,40978,41104,41153,1,train
40907,41122,41019,40977,41094,41134,1,train
40921,41122,41016,40984,41097,41144,1,train
40912,41112,41019,40960,41085,41140,1,train
40908,41130,41016,40970,41095,41138,1,train
40908,41128,41013,40969,41084,41133,1,train
40916,41118,41014,40966,41095,41142,1,train
40898,41128,41015,40972,41092,41133,1,train
40908,41127,41013,40976,41097,41141,1,train
40921,41132,41021,40972,41092,41144,1,train
40906,41113,41014,40970,41100,41144,1,train
40916,41132,41012,40971,41089,41132,1,train
40915,41123,41013,40965,41099,41148,1,train
40907,41109,41010,40969,41105,41144,1,train
40911,41115,41011,40968,41093,41149,1,train
40908,41113,41010,40962,41082,41143,1,train
40918,41121,41008,40971,41100,41153,1,train
40908,41117,41021,40964,41092,41145,1,train
40919,41120,41010,40977,41108,41150,1,train
40919,41132,41003,40974,41096,41147,1,train
40906,41111,41011,40971,41099,41142,1,train
40909,41125,41015,40960,41097,41136,1,train
40917,41115,41010,40966,41094,41148,1,train
40918,41121,41009,40972,41095,41146,1,train
40903,41129,41011,40963,41091,41147,1,train
40926,41132,41033,40965,41097,41149,1,train
40906,41127,41016,40970,41112,41154,1,train
40916,41133,41021,40967,41107,41145,1,train
40905,41121,41028,40963,41102,41155,1,train
40902,41117,41021,40965,41100,41141,1,train
40911,41122,41023,40959,41095,41154,1,train
40921,41122,41018,40971,41085,41137,1,train
40898,41129,41013,40964,41081,41143,1,train
40908,41122,41014,40966,41088,41135,1,train
40920,41117,41012,40961,41092,41141,1,train
40900,41134,41016,40974,41106,41138,1,train
40919,41128,41019,40971,41095,41152,1,train
40910,41128,41026,40965,41102,41152,1,train
40909,41120,41022,40970,41104,41151,1,train
40910,41112,41023,40975,41086,41146,1,train
40907,41111,41036,40978,41081,41153,1,train
40909,41107,41016,40963,41093,41146,1,train
40915,41136,41022,40962,41091,41157,1,train
40912,41122,41021,40966,41096,41143,1,train
40907,41114,41015,40973,41092,41139,1,train
40919,41117,41020,40978,41092,41142,1,train
40904,41123,41024,40971,41095,41148,1,train
40902,41118,41015,40970,41098,41139,1,train
40911,41112,41014,40969,41085,41135,1,train
40908,41113,41016,40966,41088,41143,1,train
40905,41113,41013,40968,41085,41150,1,train
40908,41119,41013,40969,41084,41142,1,train
40912,41118,41019,40982,41092,41148,1,train
40920,41121,41012,40972,41098,41146,1,train
40904,41127,41027,40969,41084,41157,1,train
40905,41116,41019,40960,41078,41142,1,train
40915,41124,41014,40974,41101,41145,1,train
40901,41122,41017,40962,41080,41142,1,train
40906,41124,41018,40969,41112,41155,1,train
40913,41115,41027,40967,41094,41133,1,train
40912,41128,41029,40966,41096,41149,1,train
40906,41128,41022,40961,41095,41138,1,train
40920,41122,41025,40957,41094,41153,1,train
40906,41133,41008,40968,41098,41144,1,train
40910,41124,41016,40980,41100,41147,1,train
40916,41128,41018,40973,41090,41143,1,train
40930,41112,41022,40973,41091,41145,1,train
40909,41124,41011,40956,41096,41153,1,train
40904,41108,41024,40970,41088,41155,1,train
40908,41115,41032,40959,41084,41141,1,train
40902,41132,41020,40975,41093,41150,1,train
40914,41122,41025,40955,41097,41139,1,train
40918,41124,41021,40957,41088,41130,1,train
40907,41126,41024,40960,41097,41149,1,train
40897,41130,41017,40961,41101,41159,1,train
40923,41125,41012,40964,41092,41141,1,train
40907,41116,41012,40955,41087,41138,1,train
40921,41122,41030,40977,41094,41147,1,train
40905,41124,41005,40962,41092,41152,1,train
40918,41117,41011,40963,41090,41156,1,train
40907,41132,41017,40967,41107,41142,1,train
40913,41126,41011,40970,41097,41140,1,train
40909,41114,41002,40968,41093,41139,1,train
40911,41128,41020,40967,41097,41144,1,train
40904,41127,41009,40976,41097,41140,1,train
40909,41125,41011,40971,41091,41147,1,train
40900,41112,41021,40980,41083,41136,1,train
40916,41116,41027,40972,41095,41134,1,train
40908,41121,41014,40961,41101,41139,1,train
40905,41129,41022,40964,41107,41140,1,train
40911,41116,41043,40972,41115,41136,1,train
40903,41130,41017,40964,41104,41140,1,train
40907,41121,41018,40958,41107,41137,1,train
40910,41138,41024,40969,41103,41132,1,train
40907,41126,41027,40971,41096,41143,1,train
40909,41134,41017,40951,41096,41137,1,train
40907,41152,41008,40965,41112,41131,1,train
40909,41122,41015,40965,41084,41131,1,train
40915,41124,41017,40971,41101,41132,1,train
40915,41124,41028,40982,41103,41130,1,train
40905,41121,41027,40975,41098,41133,1,train
40905,41109,41020,40962,41104,41146,1,train
40915,41124,41020,40977,41101,41148,1,train
40913,41118,41020,40971,41095,41136,1,train
40907,41121,41020,40965,41104,41156,1,train
40901,41124,41035,40962,41102,41149,1,train
40912,41125,41024,40973,41089,41140,1,train
40910,41128,41019,40985,41101,41141,1,train
40914,41124,41005,40963,41095,41142,1,train
40918,41125,41017,40961,41091,41149,1,train
40909,41133,41014,40972,41091,41151,1,train
40910,41108,41013,40961,41089,41145,1,train
40911,41118,41015,40970,41092,41154,1,train
40900,41125,41012,40971,41091,41145,1,train
40907,41119,41003,40962,41089,41149,1,train
40903,41105,41018,40962,41088,41143,1,train
40910,41120,41009,40969,41099,41142,1,train
40905,41125,41007,40978,41092,41145,1,train
40910,41126,41019,40979,41090,41150,1,train
40910,41115,41015,40974,41086,41146,1,train
40912,41131,41018,40947,41095,41145,1,train
40906,41129,41025,40973,41092,41142,1,train
40912,41111,41010,40953,41096,41146,1,train
40907,41128,41025,40966,41092,41127,1,train
40907,41121,41015,40971,41095,41142,1,train
40907,41141,41027,40977,41094,41138,1,train
40907,41123,41011,40966,41094,41146,1,train
40917,41124,41014,40965,41115,41141,1,train
40910,41116,41012,40961,41096,41136,1,train
40914,41118,41021,40974,41095,41155,1,train
40913,41121,41016,40974,41098,41145,1,train
40900,41128,41027,40973,41089,41141,1,train
40922,41116,41004,40973,41087,41140,1,train
40914,41126,41016,40961,41112,41143,1,train
40908,41116,41016,40964,41104,41152,1,train
40910,41127,41014,40968,41082,41147,1,train
40907,41137,41021,40972,41095,41138,1,train
40898,41131,41026,40973,41103,41145,1,train
40899,41136,41029,40966,41101,41144,1,train
40904,41118,41024,40962,41099,41164,1,train
40905,41132,41010,40951,41094,41148,1,train
40910,41122,41010,40981,41091,41146,1,train
40919,41128,41006,40972,41094,41137,1,train
40908,41125,41010,40963,41108,41146,1,train
40912,41123,41003,40973,41100,41142,1,train
40914,41113,41014,40955,41101,41137,1,train
40913,41106,41016,40978,41089,41134,1,train
40903,41137,41022,40959,41099,41157,1,train
40917,41130,41019,40963,41083,41148,1,train
40919,41125,41022,40970,41088,41149,1,train
40912,41133,41013,40970,41089,41144,1,train
